session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Student Status,Sex,Country of Birth,Nationality,First Language,Political Spectrum (US),Employment Status,Current Country of Residence
5dd4db82670d1a4990deb133,5d5f97d18d3cd600171a294c,AWAITING REVIEW,2019-11-20 06:21:54.438000,2019-11-20 06:30:39.625000,525.187,18,110,1,100,,4D8547F3,Yes,Male,United States,United States,English,Liberal,DATA EXPIRED,United States
5dd4db887cc9734a7a9b9699,5d4702f04f947a0001181420,AWAITING REVIEW,2019-11-20 06:22:00.232000,2019-11-20 06:25:10.789000,190.557,22,184,1,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Part-Time,United States
5dd4db8b8ed6bf4a7628b037,5d63ff3c8979c6001bb4891b,AWAITING REVIEW,2019-11-20 06:22:04.401000,2019-11-20 06:27:41.528000,337.127,21,68,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Part-Time,United States
5dd4db9382569a4a9777bebc,58911e3417b2000001146c7d,AWAITING REVIEW,2019-11-20 06:22:14.309000,2019-11-20 06:26:16.755000,242.446,31,385,1,100,,4D8547F3,No,Male,United States,United States,English,Liberal,"Not in paid work (e.g. homemaker', 'retired or disabled)",United States
5dd4dbabf30aa64a8af46b30,5cea73210b20970001acee5f,TIMED-OUT,2019-11-20 06:22:39.594000,,604135.165297,36,241,1,100,,,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dd4dbb34b5dd44acd0fadaf,595ebdccd865d10001cd6034,AWAITING REVIEW,2019-11-20 06:22:57.015000,2019-11-20 06:24:48.057000,111.042,35,90,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4dbb4848b0f4a214cfc8d,5ac47e09f69e940001d97449,AWAITING REVIEW,2019-11-20 06:22:48.334000,2019-11-20 06:26:49.180000,240.846,38,302,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,"Not in paid work (e.g. homemaker', 'retired or disabled)",United States
5dd4dbba8ed6bf4a7628b038,55b53384fdf99b2b69c82509,AWAITING REVIEW,2019-11-20 06:22:54.082000,2019-11-20 06:23:56.794000,62.712,36,1209,6,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dd4dbc6535a714aaebf37f3,5da0c294d0565c0014c1827b,AWAITING REVIEW,2019-11-20 06:23:02.363000,2019-11-20 06:25:39.418000,157.055,21,59,0,100,,4D8547F3,Yes,Female,Japan,United States,Chinese,Liberal,Unemployed (and job seeking),Canada
5dd4dbd5a4aa264b525de257,5b060d9e68eff50001d1a2c1,AWAITING REVIEW,2019-11-20 06:23:19.936000,2019-11-20 06:24:23.680000,63.744,34,320,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dd4dbd996afdf4a5cb93320,5d4523425c4d1a000104f55a,AWAITING REVIEW,2019-11-20 06:23:23.564000,2019-11-20 06:27:03.071000,219.507,31,100,0,100,,4D8547F3,No,Male,China,United States,Chinese,Liberal,Full-Time,United States
5dd4dbdce25acf49eb460322,5d8108c0a6d2bf001afdb2d9,AWAITING REVIEW,2019-11-20 06:23:24.377000,2019-11-20 06:27:27.755000,243.378,34,56,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Part-Time,United States
5dd4dbe29d9e304b454ce709,5d37e5a13cedb4001aafed7a,AWAITING REVIEW,2019-11-20 06:23:30.481000,2019-11-20 06:26:47.858000,197.377,21,156,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,"Not in paid work (e.g. homemaker', 'retired or disabled)",United States
5dd4dbe5dd9a744b0887c192,5d58d7d6280de7001aa7952a,TIMED-OUT,2019-11-20 06:23:37.333000,,604077.631528,35,48,1,99,,,No,Female,United States,United States,English,Liberal,Other,United States
5dd4dbe9946f7c4ad794ebb5,5cd174f12ce2410012540c94,AWAITING REVIEW,2019-11-20 06:23:40.406000,2019-11-20 06:25:13.430000,93.024,28,224,1,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dd4dbedd2c3e049e9db1177,5ceef5a66441f4000139711f,AWAITING REVIEW,2019-11-20 06:23:47.077000,2019-11-20 06:42:39.831000,1132.754,51,175,1,100,,4D8547F3,No,Female,United States,United States,English,Liberal,"Not in paid work (e.g. homemaker', 'retired or disabled)",United States
5dd4dbf0ef419749e28affe5,5d4200720eddc0000173e988,AWAITING REVIEW,2019-11-20 06:23:46.794000,2019-11-20 06:31:21.102000,454.308,22,149,4,96,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4dc0037081049e9917c15,5b91f3f9d99ca20001ef6d8b,AWAITING REVIEW,2019-11-20 06:24:10.015000,2019-11-20 06:29:43.175000,333.16,58,538,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Part-Time,United States
5dd4dc0ab966de4a76328dea,5c476d19e101a500012ec201,AWAITING REVIEW,2019-11-20 06:24:12.674000,2019-11-20 06:35:48.682000,696.008,39,214,2,99,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4dc0d710dfc4aaceca231,5dcba335ff014d85185aefa4,AWAITING REVIEW,2019-11-20 06:24:15.573000,2019-11-20 06:28:57.866000,282.293,36,19,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dd4dc101228d94a3b5c82e7,5a01dd7b728b1b0001ad8acb,AWAITING REVIEW,2019-11-20 06:24:16.251000,2019-11-20 06:43:00.703000,1124.452,24,548,2,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4dc1180628749b834befe,5dc368ce880a2927e264dbec,AWAITING REVIEW,2019-11-20 06:24:17.595000,2019-11-20 06:27:23.701000,186.106,30,34,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,
5dd4dc14e73e614a1508dba6,5d617ba9364f9a0019f1dac3,AWAITING REVIEW,2019-11-20 06:24:20.659000,2019-11-20 06:24:53.929000,33.27,33,132,0,100,,4D8547F3,Yes,Female,Japan,United States,Japanese,Liberal,Part-Time,United States
5dd4dc1b929d5d4a79b064af,5ca185065225d60017b0ecb1,AWAITING REVIEW,2019-11-20 06:24:33.838000,2019-11-20 06:31:15.798000,401.96,31,215,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dd4dc28cf8e7e4aa78eaa4c,5c80321274a33f0001e9087f,AWAITING REVIEW,2019-11-20 06:24:46.226000,2019-11-20 06:26:01.291000,75.065,19,165,0,100,,4D8547F3,Yes,Female,United States,United States,Spanish,Liberal,Part-Time,Mexico
5dd4dc2a9d9e304b454ce70a,5d8c15010a2714001b629540,AWAITING REVIEW,2019-11-20 06:24:46.705000,2019-11-20 06:27:16.313000,149.608,22,99,1,100,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Due to start a new job within the next month,United States
5dd4dc34523df04a099e12a1,5c70506a18126000010d4b00,AWAITING REVIEW,2019-11-20 06:25:08.877000,2019-11-20 06:28:22.489000,193.612,21,227,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Part-Time,United States
5dd4dc4fcb9dd64a39fa12fd,5da4813cfc4fb10016e5c6a1,AWAITING REVIEW,2019-11-20 06:25:32.051000,2019-11-20 06:28:14.881000,162.83,27,105,0,100,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4dc57ed7ea449843ebd87,5559a3a1fdf99b514bba308e,AWAITING REVIEW,2019-11-20 06:25:35.135000,2019-11-20 06:27:16.768000,101.633,30,1353,9,99,,4D8547F3,No,Female,United States,United States,English,Liberal,Part-Time,United States
5dd4dc58cc19204910a237fe,5dc05326c0621a000d3c9e28,AWAITING REVIEW,2019-11-20 06:25:38.835000,2019-11-20 06:28:16.180000,157.345,23,41,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dd4dc639b66eb4b8896877b,5ad93fa080491c000142d619,AWAITING REVIEW,2019-11-20 06:25:39.724000,2019-11-20 06:31:20.854000,341.13,27,206,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Full-Time,United States
5dd4dc6be73e614a1508dba7,5d76bc8e529c4b00197aa4f2,AWAITING REVIEW,2019-11-20 06:25:47.449000,2019-11-20 06:27:50.083000,122.634,21,164,0,100,,4D8547F3,Yes,Female,Taiwan,United States,English,Liberal,Other,United States
5dd4dc793c49374b3f0f99c2,5d94f75c6e3983001ab9de2d,AWAITING REVIEW,2019-11-20 06:26:05.894000,2019-11-20 06:29:15.163000,189.269,29,103,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Full-Time,United States
5dd4dc7d523df04ab760d36d,5ca62477e8f5b200013ec11f,AWAITING REVIEW,2019-11-20 06:26:11.235000,2019-11-20 06:27:56.248000,105.013,27,134,3,98,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4dc80d690724a4a577bcf,5d63867550d0dd0017805976,AWAITING REVIEW,2019-11-20 06:26:13.124000,2019-11-20 06:32:49.483000,396.359,36,165,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4dc85fef7c24a927e87a5,5d773df22fa4bf001a045aa9,AWAITING REVIEW,2019-11-20 06:26:15.993000,2019-11-20 06:27:42.275000,86.282,29,48,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Other,United States
5dd4dc8df78cf24a2bb84dee,5aea962d0ef2f20001858c9c,AWAITING REVIEW,2019-11-20 06:29:28.210000,2019-11-20 06:33:20.952000,232.742,36,705,1,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dd4dc8dade4624a7377607b,5d13d574bc547a00182551b8,AWAITING REVIEW,2019-11-20 06:26:24.629000,2019-11-20 06:28:55.071000,150.442,21,140,2,98,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Part-Time,United States
5dd4dc92da167d4a9ed15eb4,5d047da3cc139a0001d690f5,AWAITING REVIEW,2019-11-20 06:26:28.269000,2019-11-20 06:29:26.982000,178.713,21,44,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Other,United States
5dd4dca30605eb4aec107dee,5da0d9012a275000127cf814,AWAITING REVIEW,2019-11-20 06:26:46.106000,2019-11-20 06:30:41.931000,235.825,45,72,1,100,,4D8547F3,Yes,Male,United States,United States,Italian,Liberal,Full-Time,Italy
5dd4dcb17aa0d64ad56687d6,5d5e4baff521f100166c5d3a,AWAITING REVIEW,2019-11-20 06:26:57.733000,2019-11-20 06:29:33.333000,155.6,22,167,1,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4dcb8e2dcbd4a933358fc,5d950548d4ff5900180f87b5,AWAITING REVIEW,2019-11-20 06:27:04.217000,2019-11-20 06:32:12.389000,308.172,34,111,0,100,,4D8547F3,No,Male,United States,United States,Spanish,Liberal,Full-Time,United States
5dd4ddeab966de4aca718313,5d48fcc5643eb80001fb43fa,AWAITING REVIEW,2019-11-20 06:32:10.485000,2019-11-20 06:32:53.571000,43.086,26,169,1,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dd4e3fb5726044ab11aa293,5c3255d77bd5e20001d548d0,AWAITING REVIEW,2019-11-20 06:58:10.734000,2019-11-20 06:59:16.511000,65.777,29,410,2,100,,4D8547F3,No,Female,United States,United States,English,Liberal,"Not in paid work (e.g. homemaker', 'retired or disabled)",United States
5dd4e50fa4aa264af6e70d9e,5d1d0270601cd7000172942f,AWAITING REVIEW,2019-11-20 07:02:44.121000,2019-11-20 07:05:24.817000,160.696,24,183,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,"Not in paid work (e.g. homemaker', 'retired or disabled)",United States
5dde0d7e2e6c77d8df09270f,592533a116210d0001737634,AWAITING REVIEW,2019-11-27 05:47:57.058000,2019-11-27 06:01:08.499000,791.441,40,141,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,"Not in paid work (e.g. homemaker', 'retired or disabled)",United States
5dde0d7e307b8dd7db72ec31,5ccb55d3ce1ed50016360b57,AWAITING REVIEW,2019-11-27 05:45:39.412000,2019-11-27 05:51:22.819000,343.407,34,215,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Due to start a new job within the next month,United States
5dde0d7fa71de8d868229098,5db0d653cb16d8001305ea1b,AWAITING REVIEW,2019-11-27 05:45:35.097000,2019-11-27 05:49:21.809000,226.712,32,98,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dde0d84e73e61d64d92e5fb,5800e50de3536e00012840f4,AWAITING REVIEW,2019-11-27 05:45:50.914000,2019-11-27 05:49:54.256000,243.342,62,829,8,99,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dde0d85fd5b28d6da86cc15,5d93f4f22bde0400161aca3f,AWAITING REVIEW,2019-11-27 05:45:43.571000,2019-11-27 05:46:26.952000,43.381,21,107,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Part-Time,United States
5dde0d8611d494d7bbd058f3,5dbbb58c03a8561923e97d90,AWAITING REVIEW,2019-11-27 05:45:42.124000,2019-11-27 05:48:25.460000,163.336,34,78,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Part-Time,United States
5dde0d8acf08aad7499e4006,5d5c98f6121fc80001960e82,AWAITING REVIEW,2019-11-27 05:45:46.123000,2019-11-27 05:49:30.310000,224.187,25,206,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0d8ae0b21bd7c74dc397,5dbdbc9da319ab2ecf2a0887,AWAITING REVIEW,2019-11-27 05:45:50.548000,2019-11-27 05:48:03.811000,133.263,27,71,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,
5dde0da0e0b21bd81aa2e57b,5b7d28b6c4e6ad0001d37b68,AWAITING REVIEW,2019-11-27 05:46:12.386000,2019-11-27 05:51:00.420000,288.034,19,179,1,100,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dde0da4c73a01d8572507e7,5d14445a4e1adb0001bff411,AWAITING REVIEW,2019-11-27 05:46:15.057000,2019-11-27 05:48:16.730000,121.673,29,242,2,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0da6806287d87104fc45,5c6244086937550001232ae6,AWAITING REVIEW,2019-11-27 05:46:14.558000,2019-11-27 05:50:01.315000,226.757,33,211,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0db001fadfd8353424f4,5d8cf61c8057a8001b0569be,AWAITING REVIEW,2019-11-27 05:47:14.860000,2019-11-27 05:47:42.566000,27.706,24,119,1,100,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0db619eecbd7b9575b1c,5ceb685da7afdc00166f8391,AWAITING REVIEW,2019-11-27 05:46:32.493000,2019-11-27 05:49:28.354000,175.861,34,233,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0db6961cb3d7c6042961,5cc3db736f21710017a49604,AWAITING REVIEW,2019-11-27 05:46:30.926000,2019-11-27 05:51:39.906000,308.98,19,276,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dde0db7a71de8d86822909a,5c525174453ce60001aeb4f2,AWAITING REVIEW,2019-11-27 05:52:27.560000,2019-11-27 05:57:42.592000,315.032,22,290,0,100,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dde0dc7dcec87d80da77a82,55a5f19bfdf99b28b5340d00,AWAITING REVIEW,2019-11-27 05:49:46.802000,2019-11-27 05:52:52.974000,186.172,56,752,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0dc882a527d8da44ff56,5c49c50260ba680001a61210,AWAITING REVIEW,2019-11-27 05:46:52.310000,2019-11-27 05:47:41.239000,48.929,22,379,1,100,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Other,United States
5dde0dcbe454cdd81ca9b0d4,5aea9bcf5822e100014abc54,AWAITING REVIEW,2019-11-27 05:46:54.059000,2019-11-27 05:48:03.333000,69.274,19,205,3,99,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dde0dd0e08a36d781f14fe3,5c9107147a7067000190a544,AWAITING REVIEW,2019-11-27 05:47:00.503000,2019-11-27 05:50:02.773000,182.27,44,362,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0dd7e73e61d5f5189f84,5dad39e6062efc00151a5d2f,AWAITING REVIEW,2019-11-27 05:47:24.622000,2019-11-27 05:48:48.625000,84.003,34,41,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Part-Time,United States
5dde0ddd7aa0d6d861315f5d,57272517e386b9000e3e2b72,AWAITING REVIEW,2019-11-27 05:47:12.565000,2019-11-27 05:49:10.057000,117.492,47,465,1,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Full-Time,United States
5dde0de41b28c0d7c6780a5f,5aa637861eda41000136d5d2,AWAITING REVIEW,2019-11-27 05:49:18.789000,2019-11-27 05:54:08.671000,289.882,29,53,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Part-Time,
5dde0de4caee3ed6bee34506,5d4916dd20a7c00016ab9d19,AWAITING REVIEW,2019-11-27 05:47:16.936000,2019-11-27 05:49:32.654000,135.718,24,157,0,100,,4D8547F3,No,Male,United States,United States,Burmese,Liberal,Full-Time,United States
5dde0df4ac504ad826a488da,5d5ecd0a97f8b6001aee95ab,AWAITING REVIEW,2019-11-27 05:47:32.657000,2019-11-27 05:48:06.249000,33.592,19,44,0,100,,4D8547F3,Yes,Male,United States,United States,English,Liberal,Part-Time,United States
5dde0df611d494d75ee2decb,5a8f7e24ae9a0b0001aa4e9c,AWAITING REVIEW,2019-11-27 05:47:42.898000,2019-11-27 05:51:04.685000,201.787,27,264,0,100,,4D8547F3,No,Male,Germany,United States,English,Liberal,Full-Time,United States
5dde0dff108b67d874e4e872,5cfbe5afd3251300013fee89,AWAITING REVIEW,2019-11-27 05:47:48.267000,2019-11-27 05:50:37.130000,168.863,43,159,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dde0e0f6d5225d7a6ff879c,58cb138127e23a0001b4fb5d,AWAITING REVIEW,2019-11-27 05:48:05.676000,2019-11-27 05:52:36.795000,271.119,57,347,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dde0e141c219bd7b0bb6549,5d0d16d991270800010b7dd7,AWAITING REVIEW,2019-11-27 05:48:08.096000,2019-11-27 05:49:39.875000,91.779,35,192,1,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0e2d41fb3fd80d980bea,5aee513f3606ab0001b92b29,AWAITING REVIEW,2019-11-27 05:48:29.109000,2019-11-27 05:53:03.118000,274.009,34,465,1,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0e307cc973d7921842be,5d66ea7549716000187f26af,AWAITING REVIEW,2019-11-27 05:50:48.346000,2019-11-27 05:52:16.675000,88.329,23,133,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dde0e38428d61d73ddb51aa,5af5262f1b55800001f4a418,AWAITING REVIEW,2019-11-27 05:48:40.938000,2019-11-27 06:06:56.857000,1095.919,46,636,0,100,,4D8547F3,No,Female,United States,United States,English,Liberal,Full-Time,United States
5dde0e3deb3973d6b3774425,5c395df5f5ebd50001850900,AWAITING REVIEW,2019-11-27 05:49:01.354000,2019-11-27 05:52:20.348000,198.994,24,394,0,100,,4D8547F3,Yes,Male,United States,United States,Chinese,Liberal,Unemployed (and job seeking),United States
5dde0e402e4a05d7e38019b9,5cf961c4e5e7c70015fa7a10,AWAITING REVIEW,2019-11-27 05:50:26.922000,2019-11-27 05:53:36.355000,189.433,20,132,0,100,,4D8547F3,Yes,Female,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dde0e41e4bf20d7049ccae6,5c57631a47a04100010da795,AWAITING REVIEW,2019-11-27 05:48:51.142000,2019-11-27 05:49:55.607000,64.465,31,437,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
5dde0e4b0605ebd96c05db3c,5a444e06817d1800018d11be,AWAITING REVIEW,2019-11-27 05:49:02.584000,2019-11-27 05:52:14.615000,192.031,29,670,0,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Unemployed (and job seeking),United States
5dde0e502e6c77d8df092711,5dc1ad1d6c809d110518046d,AWAITING REVIEW,2019-11-27 05:49:25.986000,2019-11-27 05:52:36.933000,190.947,41,67,1,100,,4D8547F3,No,Male,United States,United States,English,Liberal,Full-Time,United States
