session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Political Spectrum (US),Current Country of Residence,First Language,Country of Birth,Nationality,Student Status,Employment Status,Sex
5dde10cdf3b7c2d6fcdc80cb,5699cf0625d9e9000db0c789,APPROVED,2019-11-27 05:59:41.185000,2019-11-27 06:04:00.908000,259.723,56,953,1,100,2019-11-27 06:54:50.010000,4D8547F3,Liberal,United States,English,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female
5dde10d7428d61d73ddb51ad,5d8998025e8a740001d6e2f1,APPROVED,2019-11-27 05:59:53.474000,2019-11-27 06:04:58.242000,304.768,47,114,0,100,2019-11-27 06:54:50.258000,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Male
5dde10dd7d4595d73a923ef9,576704bffdff7a0001c12890,APPROVED,2019-11-27 05:59:57.672000,2019-11-27 06:00:38.408000,40.736,37,562,2,100,2019-11-27 06:54:50.558000,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Male
5dde1f57f85b50d95af8668e,596bab8e0e679d0001fac8c8,AWAITING REVIEW,2019-11-27 07:01:47.102000,2019-11-27 07:05:53.142000,246.04,33,628,4,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Male
5dde1f5c4fee99d82bbfc987,5c5297ba1841c80001393988,AWAITING REVIEW,2019-11-27 07:01:51.704000,2019-11-27 07:07:50.204000,358.5,26,404,2,100,,4D8547F3,Liberal,United States,English,United States,United States,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male
5dde1f64194e48d85c65f257,5d0b559a85b0d1001c056e05,AWAITING REVIEW,2019-11-27 07:02:04.665000,2019-11-27 07:07:30.622000,325.957,33,308,0,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Male
5dde1f7cca7466d8d2ed1887,5dc7b9d4be3c0f566da4d00c,AWAITING REVIEW,2019-11-27 07:02:20.050000,2019-11-27 07:05:11.726000,171.676,33,32,1,99,,4D8547F3,Liberal,,English,United States,United States,No,Unemployed (and job seeking),Male
5dde1f9e1096ead8449e1dcf,5d664101cea3410018bc4695,RETURNED,2019-11-27 07:03:06.470000,,1327.034653,32,84,2,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5dde1fa0f85b50d95af8668f,5d6f332829c25100188a4a27,AWAITING REVIEW,2019-11-27 07:03:03.658000,2019-11-27 07:14:42.217000,698.559,25,157,3,98,,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Male
5dde1fc498981dd8898f2532,5d1dd3126c07ef0015d8c375,AWAITING REVIEW,2019-11-27 07:03:38.336000,2019-11-27 07:09:14.792000,336.456,28,129,1,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Other,Female
5dde1fc57af661d8f89d3c04,5a5c0728ac5624000153f533,AWAITING REVIEW,2019-11-27 07:03:33.941000,2019-11-27 07:08:00.016000,266.075,37,496,2,100,,4D8547F3,Liberal,Mexico,English,United States,United States,No,Full-Time,Male
5dde2014ce1ce6d9be814b9c,5bc408ffe5a411000129d8c6,AWAITING REVIEW,2019-11-27 07:04:52.896000,2019-11-27 07:13:58.647000,545.751,24,173,0,100,,4D8547F3,Liberal,United States,English,United States,,No,Unemployed (and job seeking),Female
5dde20214fee99d7cef2b997,5d2787f7e9b2a00018221059,AWAITING REVIEW,2019-11-27 07:05:08.038000,2019-11-27 07:08:28.342000,200.304,31,198,1,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Unemployed (and job seeking),Male
5dde2022370810d946d189df,5d8421d281576c001aef41f6,AWAITING REVIEW,2019-11-27 07:05:06.091000,2019-11-27 07:06:45.504000,99.413,18,104,0,100,,4D8547F3,Liberal,United States,English,United States,United States,Yes,Full-Time,Male
5dde202dfce606d8a76da63e,5dc9ac37a4cc426c46310361,AWAITING REVIEW,2019-11-27 07:05:19.699000,2019-11-27 07:07:54.271000,154.572,23,31,0,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Male
5dde2037f83c9fd88355e8a4,5da4f0b83cd6910015d17a79,AWAITING REVIEW,2019-11-27 07:05:29.095000,2019-11-27 07:07:57.228000,148.133,19,89,2,98,,4D8547F3,Liberal,United States,English,United States,United States,Yes,Part-Time,Male
5dde2038ad0a61d7a31c497e,5d5f31230fc94a001c632b69,AWAITING REVIEW,2019-11-27 07:05:28.835000,2019-11-27 07:07:57.507000,148.672,24,159,0,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Unemployed (and job seeking),Female
5dde203c194e48d8aeeda57a,5a01a0fd728b1b0001ad89f8,AWAITING REVIEW,2019-11-27 07:06:23.601000,2019-11-27 07:08:31.308000,127.707,31,451,0,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Male
5dde2049c944d1d837c08ca5,5c0245f0a9d1ef00011816ea,AWAITING REVIEW,2019-11-27 07:05:50.392000,2019-11-27 07:07:51.649000,121.257,29,285,2,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Male
5dde2049e08a36d836b81624,5ce793cff8601c0001cc43b1,AWAITING REVIEW,2019-11-27 07:05:49.852000,2019-11-27 07:09:02.313000,192.461,21,113,0,100,,4D8547F3,Liberal,United States,English,United States,United States,Yes,Part-Time,Male
5dde204ba71de8d9c90127f6,5d9d1437bf11cf00175ad03e,AWAITING REVIEW,2019-11-27 07:05:47.155000,2019-11-27 07:14:24.607000,517.452,51,116,0,100,,4D8547F3,Liberal,United States,English,United States,United States,No,Full-Time,Female
5dde20598f45b9d85f8285f1,5cab944b41de360017e2c3db,ACTIVE,2019-11-27 07:11:44.191000,,809.607601,26,369,0,100,,,Liberal,United States,English,United States,United States,No,Full-Time,Female
